[00:48:29] KOD: 6736 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:51] KOD: 3875 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:20:53] KOD: 3047 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:20:54] KOD: 8844 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:20:56] KOD: 3387 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:57] KOD: 1341 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:20:59] KOD: 3908 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:00] KOD: 1486 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:02] KOD: 9936 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:03] KOD: 1677 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:05] KOD: 2569 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:06] KOD: 3181 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:08] KOD: 9133 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:09] KOD: 4029 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:11] KOD: 9822 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:12] KOD: 5238 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:14] KOD: 5606 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:15] KOD: 5597 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:17] KOD: 7941 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:18] KOD: 5110 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:20] KOD: 9333 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:21] KOD: 5798 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:23] KOD: 6319 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:24] KOD: 1875 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:26] KOD: 7021 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:27] KOD: 8874 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:29] KOD: 8310 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:30] KOD: 7160 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:32] KOD: 5088 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:33] KOD: 2652 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:35] KOD: 4163 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:36] KOD: 8838 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:38] KOD: 6567 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:39] KOD: 3049 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:41] KOD: 1174 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:43] KOD: 9990 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:44] KOD: 3755 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:46] KOD: 5635 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:47] KOD: 4797 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:49] KOD: 5719 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:50] KOD: 8681 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:21:52] KOD: 6274 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:53] KOD: 9302 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:21:55] KOD: 7938 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:21:56] KOD: 3088 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:58] KOD: 9997 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:21:59] KOD: 5902 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:01] KOD: 8461 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:02] KOD: 4726 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:04] KOD: 2653 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:05] KOD: 5489 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:07] KOD: 2807 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:08] KOD: 9189 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:10] KOD: 8703 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:11] KOD: 5068 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:13] KOD: 2329 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:14] KOD: 7163 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:16] KOD: 9639 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:17] KOD: 7911 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:19] KOD: 5708 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:20] KOD: 1937 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:22] KOD: 1192 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:23] KOD: 4680 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:25] KOD: 2750 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:26] KOD: 7233 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:28] KOD: 1722 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:29] KOD: 9645 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:31] KOD: 8691 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:32] KOD: 9179 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:34] KOD: 9861 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:35] KOD: 6489 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:37] KOD: 4974 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:38] KOD: 6069 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:40] KOD: 1321 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:41] KOD: 8190 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:43] KOD: 1994 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:44] KOD: 5721 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:46] KOD: 7543 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:47] KOD: 5642 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:49] KOD: 3145 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:50] KOD: 1633 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:52] KOD: 5224 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:22:53] KOD: 6978 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:22:55] KOD: 3858 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:22:56] KOD: 1636 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:58] KOD: 5199 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:22:59] KOD: 5817 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:01] KOD: 7488 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:02] KOD: 9402 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:04] KOD: 6746 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:05] KOD: 7193 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:07] KOD: 3180 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:08] KOD: 3753 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:10] KOD: 5777 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:11] KOD: 5864 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:13] KOD: 7796 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:14] KOD: 4712 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:16] KOD: 8983 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:17] KOD: 8750 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:19] KOD: 9018 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:20] KOD: 4176 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:22] KOD: 8445 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:23] KOD: 1575 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:25] KOD: 7928 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:28] KOD: 4571 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:29] KOD: 5423 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:31] KOD: 2824 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:32] KOD: 2650 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:34] KOD: 9205 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:35] KOD: 4750 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:37] KOD: 6840 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:38] KOD: 8602 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:40] KOD: 9184 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:41] KOD: 2979 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:43] KOD: 4690 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:44] KOD: 6664 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:46] KOD: 1132 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:47] KOD: 1499 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:49] KOD: 6403 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:50] KOD: 8761 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:52] KOD: 3029 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:53] KOD: 1962 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:23:55] KOD: 3225 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:23:56] KOD: 9709 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:23:58] KOD: 7130 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:23:59] KOD: 8133 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:01] KOD: 1156 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:02] KOD: 9955 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:04] KOD: 7704 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:05] KOD: 4010 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:07] KOD: 7775 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:08] KOD: 2969 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:10] KOD: 6389 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:11] KOD: 9916 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:13] KOD: 7750 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:14] KOD: 4336 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:16] KOD: 1648 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:17] KOD: 5273 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:19] KOD: 2085 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:20] KOD: 6808 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:22] KOD: 1838 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:23] KOD: 8787 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:25] KOD: 2150 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:26] KOD: 3600 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:28] KOD: 3306 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:29] KOD: 8757 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:31] KOD: 4548 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:32] KOD: 5658 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:34] KOD: 5872 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:35] KOD: 7438 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:37] KOD: 2490 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:38] KOD: 4035 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:40] KOD: 3760 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:41] KOD: 7410 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:43] KOD: 2790 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:24:44] KOD: 2229 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:46] KOD: 5396 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:47] KOD: 2617 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:49] KOD: 3641 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:50] KOD: 8153 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:52] KOD: 4365 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:24:53] KOD: 9921 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:55] KOD: 1533 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:56] KOD: 8614 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:24:58] KOD: 9290 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:24:59] KOD: 3246 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:01] KOD: 3384 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:03] KOD: 4571 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:04] KOD: 7891 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:06] KOD: 4297 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:07] KOD: 5291 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:09] KOD: 9097 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:10] KOD: 2609 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:12] KOD: 1172 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:13] KOD: 5634 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:15] KOD: 8027 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:16] KOD: 6170 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:18] KOD: 8639 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:19] KOD: 7791 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:21] KOD: 1008 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:22] KOD: 3462 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:24] KOD: 8492 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:25] KOD: 2747 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:27] KOD: 1973 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:28] KOD: 5269 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:30] KOD: 1487 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:31] KOD: 1100 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:33] KOD: 4546 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:34] KOD: 4265 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:36] KOD: 1426 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:37] KOD: 6960 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:39] KOD: 6812 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:40] KOD: 5301 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:42] KOD: 5341 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:43] KOD: 8493 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:45] KOD: 9756 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:46] KOD: 7606 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:48] KOD: 7426 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:49] KOD: 1716 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:51] KOD: 3228 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:25:52] KOD: 5097 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:54] KOD: 5208 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:25:55] KOD: 1855 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:25:57] KOD: 8724 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:25:58] KOD: 3949 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:00] KOD: 3335 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:01] KOD: 1881 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:03] KOD: 6204 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:04] KOD: 4274 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:06] KOD: 5539 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:07] KOD: 5919 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:09] KOD: 3006 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:10] KOD: 2733 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:12] KOD: 2158 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:13] KOD: 5746 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:15] KOD: 3589 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:16] KOD: 1041 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:18] KOD: 3666 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:26:19] KOD: 3778 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:21] KOD: 7923 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:26:22] KOD: 7295 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:24] KOD: 4229 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:25] KOD: 5819 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:26:27] KOD: 1886 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:28] KOD: 2586 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:30] KOD: 3038 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:31] KOD: 6564 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:33] KOD: 9156 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:34] KOD: 7193 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:36] KOD: 2108 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:37] KOD: 3788 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:39] KOD: 1063 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:40] KOD: 3268 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:42] KOD: 1406 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:43] KOD: 2418 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:45] KOD: 3386 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:46] KOD: 2645 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:48] KOD: 6282 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:49] KOD: 5098 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:26:51] KOD: 8005 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:26:52] KOD: 4092 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:26:54] KOD: 8099 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:55] KOD: 6392 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:26:57] KOD: 6332 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:26:58] KOD: 7026 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:00] KOD: 7343 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:01] KOD: 9700 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:03] KOD: 5781 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:04] KOD: 2379 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:06] KOD: 2781 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:07] KOD: 9845 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:09] KOD: 1297 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:10] KOD: 8926 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:27:12] KOD: 8829 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:13] KOD: 9688 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:15] KOD: 4562 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:16] KOD: 3292 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:27:18] KOD: 9040 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:27:19] KOD: 9526 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:21] KOD: 7423 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:22] KOD: 3234 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:24] KOD: 1910 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:27:25] KOD: 7017 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:27] KOD: 3324 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:28] KOD: 3810 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:30] KOD: 2646 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:32] KOD: 5335 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:33] KOD: 4724 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:35] KOD: 2506 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:36] KOD: 7023 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:38] KOD: 1806 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:39] KOD: 7809 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:41] KOD: 6542 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:42] KOD: 9946 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:44] KOD: 1352 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:27:45] KOD: 5111 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:47] KOD: 3458 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:27:48] KOD: 1069 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:50] KOD: 5932 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:51] KOD: 2942 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:53] KOD: 2691 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:54] KOD: 1706 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:56] KOD: 5005 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:27:57] KOD: 5636 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:27:59] KOD: 4938 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:00] KOD: 5898 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:02] KOD: 5605 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:03] KOD: 6519 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:05] KOD: 1383 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:06] KOD: 1400 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:08] KOD: 4121 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:28:09] KOD: 3390 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:11] KOD: 8542 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:12] KOD: 4991 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:14] KOD: 3036 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:15] KOD: 4893 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:17] KOD: 9527 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:18] KOD: 3896 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:20] KOD: 9795 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:21] KOD: 2791 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:23] KOD: 9615 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:24] KOD: 2286 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:26] KOD: 5452 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:27] KOD: 5012 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:29] KOD: 1130 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:30] KOD: 3304 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:32] KOD: 4713 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:33] KOD: 4211 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:28:35] KOD: 9539 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:36] KOD: 2962 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:38] KOD: 8886 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:39] KOD: 6041 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:41] KOD: 5768 | TEHDIT: ORTA | DURUM: ENGELLENDI
[01:28:42] KOD: 4674 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:44] KOD: 5009 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:45] KOD: 1631 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:47] KOD: 2443 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:48] KOD: 6471 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:50] KOD: 6627 | TEHDIT: KRITIK | DURUM: ENGELLENDI
[01:28:51] KOD: 6464 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:53] KOD: 7148 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:54] KOD: 7650 | TEHDIT: ACIL | DURUM: ENGELLENDI
[01:28:56] KOD: 3740 | TEHDIT: DÜŞÜK | DURUM: ENGELLENDI
[01:28:57] KOD: 4898 | TEHDIT: ORTA | DURUM: ENGELLENDI
